daily_vaccinations,daily_vaccinations_per_million,Cluster
236232.0,4608.0,1
262443.0,5119.0,1
276852.0,5400.0,0
303313.0,5916.0,0
336682.0,6567.0,0
353675.0,6899.0,0
359377.0,7010.0,0
364994.0,7120.0,0
349340.0,6814.0,0
354253.0,6910.0,0
320974.0,6261.0,0
314271.0,6130.0,0
317000.0,6183.0,0
323611.0,6312.0,0
327204.0,6382.0,0
345338.0,6736.0,0
336767.0,6569.0,0
374759.0,7310.0,0
379967.0,7412.0,0
376467.0,7343.0,0
373678.0,7289.0,0
370384.0,7225.0,0
361744.0,7056.0,0
360851.0,7039.0,0
358517.0,6993.0,0
362687.0,7075.0,0
408623.0,7971.0,0
375115.0,7317.0,0
341606.0,6663.0,0
328471.0,6407.0,0
334295.0,6521.0,0
323247.0,6305.0,0
299130.0,5835.0,0
225137.0,4392.0,1
231352.0,4513.0,1
256500.0,5003.0,1
258882.0,5050.0,1
248163.0,4841.0,1
248176.0,4841.0,1
255805.0,4990.0,1
270654.0,5279.0,0
282710.0,5515.0,0
275832.0,5380.0,0
270544.0,5277.0,0
265072.0,5171.0,1
260263.0,5077.0,1
253705.0,4949.0,1
247312.0,4824.0,1
222920.0,4348.0,1
198529.0,3873.0,1
172328.0,3361.0,1
159410.0,3109.0,1
154674.0,3017.0,1
148434.0,2895.0,1
142195.0,2774.0,1
150649.0,2939.0,1
140568.0,2742.0,1
140628.0,2743.0,1
140688.0,2744.0,1
141930.0,2769.0,1
150045.0,2927.0,1
159173.0,3105.0,1
180122.0,3513.0,1
210129.0,4099.0,1
244682.0,4773.0,1
258249.0,5037.0,1
237215.0,4627.0,1
237837.0,4639.0,1
243792.0,4755.0,1
243085.0,4742.0,1
249004.0,4857.0,1
246961.0,4817.0,1
261404.0,5099.0,1
278525.0,5433.0,0
277851.0,5420.0,0
272438.0,5314.0,0
269438.0,5256.0,0
269291.0,5253.0,0
255928.0,4992.0,1
247064.0,4819.0,1
250651.0,4889.0,1
245006.0,4779.0,1
238065.0,4644.0,1
229647.0,4480.0,1
218780.0,4268.0,1
235698.0,4598.0,1
227804.0,4444.0,1
225309.0,4395.0,1
222538.0,4341.0,1
253074.0,4937.0,1
240027.0,4682.0,1
229430.0,4475.0,1
218935.0,4271.0,1
232163.0,4529.0,1
231665.0,4519.0,1
232120.0,4528.0,1
204031.0,3980.0,1
217147.0,4236.0,1
233569.0,4556.0,1
233816.0,4561.0,1
218177.0,4256.0,1
219594.0,4283.0,1
220320.0,4298.0,1
212981.0,4154.0,1
205990.0,4018.0,1
183675.0,3583.0,1
170826.0,3332.0,1
191530.0,3736.0,1
182936.0,3568.0,1
176674.0,3446.0,1
171324.0,3342.0,1
157551.0,3073.0,1
155795.0,3039.0,1
154040.0,3005.0,1
135706.0,2647.0,1
125490.0,2448.0,1
112956.0,2203.0,1
102502.0,1999.0,1
102502.0,1999.0,1
102502.0,1999.0,1
109789.0,2142.0,1
117075.0,2284.0,1
124362.0,2426.0,1
131649.0,2568.0,1
138935.0,2710.0,1
142821.0,2786.0,1
146707.0,2862.0,1
140204.0,2735.0,1
133702.0,2608.0,1
127199.0,2481.0,1
120696.0,2354.0,1
114194.0,2227.0,1
111854.0,2182.0,1
109514.0,2136.0,1
116229.0,2267.0,1
122943.0,2398.0,1
129658.0,2529.0,1
136372.0,2660.0,1
143087.0,2791.0,1
141534.0,2761.0,1
139982.0,2731.0,1
132477.0,2584.0,1
116273.0,2268.0,1
,,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1442.0,1623.0,1
1266.0,1425.0,1
1090.0,1227.0,1
913.0,1028.0,1
737.0,830.0,1
561.0,631.0,1
384.0,432.0,1
819.0,922.0,1
1431.0,1611.0,1
2042.0,2298.0,1
2629.0,2959.0,1
3216.0,3620.0,1
3803.0,4280.0,1
4390.0,4941.0,1
4366.0,4914.0,1
3835.0,4316.0,1
3305.0,3720.0,1
2800.0,3152.0,1
2294.0,2582.0,1
1788.0,2012.0,1
1180.0,1328.0,1
571.0,643.0,1
468.0,527.0,1
365.0,411.0,1
262.0,295.0,1
160.0,180.0,1
57.0,64.0,1
57.0,64.0,1
83.0,93.0,1
109.0,123.0,1
136.0,153.0,1
162.0,182.0,1
189.0,213.0,1
215.0,242.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
241.0,271.0,1
471.0,530.0,1
700.0,788.0,1
929.0,1046.0,1
1159.0,1305.0,1
1388.0,1562.0,1
1617.0,1820.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
1846.0,2078.0,1
2104.0,2368.0,1
2361.0,2657.0,1
2619.0,2948.0,1
2876.0,3237.0,1
3134.0,3527.0,1
3391.0,3817.0,1
3649.0,4107.0,1
3649.0,4107.0,1
3649.0,4107.0,1
3649.0,4107.0,1
3757.0,4229.0,1
3865.0,4350.0,1
3973.0,4472.0,1
4081.0,4593.0,1
4188.0,4714.0,1
4296.0,4835.0,1
4331.0,4875.0,1
4258.0,4793.0,1
4185.0,4710.0,1
4112.0,4628.0,1
4039.0,4546.0,1
3966.0,4464.0,1
3893.0,4382.0,1
4159.0,4681.0,1
4426.0,4982.0,1
4692.0,5281.0,1
4959.0,5582.0,0
5184.0,5835.0,0
5408.0,6087.0,0
5633.0,6340.0,0
5591.0,6293.0,0
5550.0,6247.0,0
5508.0,6200.0,0
5466.0,6152.0,0
5311.0,5978.0,0
5156.0,5803.0,0
5001.0,5629.0,0
4846.0,5454.0,0
4691.0,5280.0,1
4536.0,5105.0,1
4381.0,4931.0,1
4381.0,4931.0,1
4381.0,4931.0,1
4381.0,4931.0,1
4381.0,4931.0,1
4381.0,4931.0,1
4381.0,4931.0,1
3782.0,4257.0,1
3184.0,3584.0,1
2586.0,2911.0,1
1987.0,2236.0,1
1389.0,1563.0,1
790.0,889.0,1
192.0,216.0,1
192.0,216.0,1
192.0,216.0,1
192.0,216.0,1
192.0,216.0,1
192.0,216.0,1
192.0,216.0,1
486.0,547.0,1
781.0,879.0,1
1075.0,1210.0,1
1370.0,1542.0,1
1664.0,1873.0,1
1959.0,2205.0,1
2253.0,2536.0,1
2046.0,2303.0,1
1839.0,2070.0,1
1632.0,1837.0,1
1425.0,1604.0,1
1218.0,1371.0,1
1011.0,1138.0,1
804.0,905.0,1
804.0,905.0,1
804.0,905.0,1
804.0,905.0,1
1209.0,1361.0,1
1615.0,1818.0,1
2020.0,2274.0,1
2425.0,2729.0,1
3086.0,3473.0,1
3746.0,4216.0,1
4406.0,4959.0,1
4661.0,5246.0,1
4916.0,5533.0,0
5170.0,5819.0,0
5077.0,5714.0,0
4729.0,5323.0,1
4381.0,4931.0,1
4032.0,4538.0,1
3684.0,4147.0,1
3336.0,3755.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2988.0,3363.0,1
2869.0,3229.0,1
2751.0,3096.0,1
2632.0,2962.0,1
2514.0,2830.0,1
2395.0,2696.0,1
2277.0,2563.0,1
2158.0,2429.0,1
2158.0,2429.0,1
2158.0,2429.0,1
2158.0,2429.0,1
2158.0,2429.0,1
2328.0,2620.0,1
2499.0,2813.0,1
2669.0,3004.0,1
2839.0,3195.0,1
3010.0,3388.0,1
3180.0,3579.0,1
3350.0,3771.0,1
3350.0,3771.0,1
3350.0,3771.0,1
3350.0,3771.0,1
3350.0,3771.0,1
3350.0,3771.0,1
3350.0,3771.0,1
3350.0,3771.0,1
2918.0,3284.0,1
2485.0,2797.0,1
2052.0,2310.0,1
1620.0,1823.0,1
1187.0,1336.0,1
755.0,850.0,1
322.0,362.0,1
322.0,362.0,1
322.0,362.0,1
322.0,362.0,1
322.0,362.0,1
322.0,362.0,1
646.0,727.0,1
970.0,1092.0,1
1295.0,1458.0,1
1619.0,1822.0,1
1943.0,2187.0,1
2268.0,2553.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2592.0,2917.0,1
2309.0,2599.0,1
2025.0,2279.0,1
1742.0,1961.0,1
1459.0,1642.0,1
1176.0,1324.0,1
893.0,1005.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
609.0,685.0,1
1236.0,1391.0,1
1862.0,2096.0,1
2489.0,2801.0,1
3116.0,3507.0,1
3742.0,4212.0,1
4369.0,4918.0,1
4995.0,5622.0,0
4995.0,5622.0,0
4282.0,4820.0,1
3568.0,4016.0,1
2854.0,3212.0,1
2141.0,2410.0,1
1427.0,1606.0,1
714.0,804.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
,,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
852.0,151.0,1
733.0,130.0,1
614.0,109.0,1
495.0,88.0,1
376.0,66.0,1
257.0,45.0,1
138.0,24.0,1
134.0,24.0,1
248.0,44.0,1
362.0,64.0,1
476.0,84.0,1
590.0,104.0,1
704.0,124.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
818.0,145.0,1
856.0,151.0,1
894.0,158.0,1
889.0,157.0,1
884.0,156.0,1
879.0,155.0,1
874.0,154.0,1
969.0,171.0,1
965.0,171.0,1
961.0,170.0,1
1000.0,177.0,1
1039.0,184.0,1
1078.0,191.0,1
2639.0,467.0,1
4100.0,725.0,1
5622.0,994.0,1
5746.0,1016.0,1
5870.0,1038.0,1
5994.0,1060.0,1
6118.0,1081.0,1
4720.0,834.0,1
3322.0,587.0,1
1924.0,340.0,1
2103.0,372.0,1
2282.0,403.0,1
2460.0,435.0,1
2639.0,467.0,1
2818.0,498.0,1
2997.0,530.0,1
3175.0,561.0,1
3175.0,561.0,1
3175.0,561.0,1
3175.0,561.0,1
3175.0,561.0,1
3175.0,561.0,1
3175.0,561.0,1
3175.0,561.0,1
3175.0,561.0,1
3079.0,544.0,1
2982.0,527.0,1
2885.0,510.0,1
2788.0,493.0,1
2691.0,476.0,1
2594.0,459.0,1
2497.0,441.0,1
2497.0,441.0,1
2497.0,441.0,1
2497.0,441.0,1
2497.0,441.0,1
2497.0,441.0,1
2497.0,441.0,1
2497.0,441.0,1
2725.0,482.0,1
2953.0,522.0,1
3181.0,562.0,1
3408.0,602.0,1
3636.0,643.0,1
3864.0,683.0,1
4092.0,723.0,1
4092.0,723.0,1
4092.0,723.0,1
4092.0,723.0,1
4092.0,723.0,1
4092.0,723.0,1
4092.0,723.0,1
4092.0,723.0,1
3871.0,684.0,1
3650.0,645.0,1
3428.0,606.0,1
3207.0,567.0,1
2986.0,528.0,1
2764.0,489.0,1
2543.0,450.0,1
2573.0,455.0,1
2602.0,460.0,1
2632.0,465.0,1
2661.0,470.0,1
2691.0,476.0,1
2720.0,481.0,1
2540.0,449.0,1
2331.0,412.0,1
2122.0,375.0,1
1913.0,338.0,1
1704.0,301.0,1
1495.0,264.0,1
1286.0,227.0,1
1286.0,227.0,1
1286.0,227.0,1
1286.0,227.0,1
1286.0,227.0,1
1286.0,227.0,1
1286.0,227.0,1
1286.0,227.0,1
1286.0,227.0,1
1332.0,235.0,1
1378.0,244.0,1
1424.0,252.0,1
1471.0,260.0,1
1517.0,268.0,1
1563.0,276.0,1
1597.0,282.0,1
1585.0,280.0,1
1573.0,278.0,1
1561.0,276.0,1
1549.0,274.0,1
1537.0,272.0,1
1525.0,270.0,1
1605.0,284.0,1
1686.0,298.0,1
1766.0,312.0,1
1847.0,326.0,1
1927.0,341.0,1
2008.0,355.0,1
2088.0,369.0,1
2088.0,369.0,1
2309.0,408.0,1
2530.0,447.0,1
2751.0,486.0,1
2971.0,525.0,1
3192.0,564.0,1
3413.0,603.0,1
3633.0,642.0,1
3658.0,647.0,1
3683.0,651.0,1
3707.0,655.0,1
3732.0,660.0,1
3756.0,664.0,1
3781.0,668.0,1
3806.0,673.0,1
3493.0,617.0,1
3181.0,562.0,1
2868.0,507.0,1
2556.0,452.0,1
2244.0,397.0,1
1931.0,341.0,1
1619.0,286.0,1
2400.0,424.0,1
3181.0,562.0,1
3963.0,701.0,1
4744.0,839.0,1
5526.0,977.0,1
6307.0,1115.0,1
7088.0,1253.0,1
7088.0,1253.0,1
7088.0,1253.0,1
7088.0,1253.0,1
7088.0,1253.0,1
7088.0,1253.0,1
7088.0,1253.0,1
7088.0,1253.0,1
7028.0,1242.0,1
6968.0,1232.0,1
6908.0,1221.0,1
6848.0,1211.0,1
6787.0,1200.0,1
6727.0,1189.0,1
6473.0,1144.0,1
6279.0,1110.0,1
6085.0,1076.0,1
5891.0,1041.0,1
5697.0,1007.0,1
5503.0,973.0,1
5308.0,938.0,1
5308.0,938.0,1
5356.0,947.0,1
5404.0,955.0,1
5452.0,964.0,1
5500.0,972.0,1
5547.0,981.0,1
5595.0,989.0,1
5298.0,937.0,1
4953.0,876.0,1
4608.0,815.0,1
4264.0,754.0,1
3919.0,693.0,1
3574.0,632.0,1
3229.0,571.0,1
3229.0,571.0,1
3476.0,614.0,1
3722.0,658.0,1
3969.0,702.0,1
4215.0,745.0,1
4462.0,789.0,1
4708.0,832.0,1
4955.0,876.0,1
4794.0,847.0,1
4634.0,819.0,1
4473.0,791.0,1
4313.0,762.0,1
4152.0,734.0,1
3992.0,706.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3831.0,677.0,1
3444.0,609.0,1
3057.0,540.0,1
2670.0,472.0,1
2283.0,404.0,1
1896.0,335.0,1
1509.0,267.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
1122.0,198.0,1
991.0,175.0,1
861.0,152.0,1
730.0,129.0,1
599.0,106.0,1
468.0,83.0,1
337.0,60.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
207.0,37.0,1
189.0,33.0,1
172.0,30.0,1
154.0,27.0,1
136.0,24.0,1
119.0,21.0,1
101.0,18.0,1
84.0,15.0,1
84.0,15.0,1
84.0,15.0,1
84.0,15.0,1
84.0,15.0,1
84.0,15.0,1
,,1
561.0,31926.0,0
561.0,31926.0,0
561.0,31926.0,0
561.0,31926.0,0
561.0,31926.0,0
561.0,31926.0,0
561.0,31926.0,0
507.0,28853.0,0
453.0,25780.0,0
399.0,22707.0,0
344.0,19577.0,0
290.0,16504.0,0
236.0,13430.0,0
182.0,10357.0,0
211.0,12008.0,0
240.0,13658.0,0
269.0,15308.0,0
298.0,16959.0,0
326.0,18552.0,0
355.0,20203.0,0
384.0,21853.0,0
456.0,25950.0,0
527.0,29991.0,0
598.0,34031.0,0
670.0,38129.0,0
741.0,42169.0,0
812.0,46210.0,0
782.0,44503.0,0
681.0,38755.0,0
579.0,32950.0,0
478.0,27202.0,0
376.0,21398.0,0
275.0,15650.0,0
173.0,9845.0,0
173.0,9845.0,0
159.0,9048.0,0
145.0,8252.0,0
131.0,7455.0,0
117.0,6658.0,0
103.0,5862.0,0
89.0,5065.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
75.0,4268.0,1
71.0,4041.0,1
66.0,3756.0,1
62.0,3528.0,1
58.0,3301.0,1
54.0,3073.0,1
50.0,2845.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
46.0,2618.0,1
40.0,2276.0,1
34.0,1935.0,1
27.0,1537.0,1
21.0,1195.0,1
15.0,854.0,1
9.0,512.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
3.0,171.0,1
13.0,740.0,1
23.0,1309.0,1
33.0,1878.0,1
43.0,2447.0,1
53.0,3016.0,1
63.0,3585.0,1
73.0,4154.0,1
73.0,4154.0,1
73.0,4154.0,1
73.0,4154.0,1
73.0,4154.0,1
73.0,4154.0,1
73.0,4154.0,1
69.0,3927.0,1
64.0,3642.0,1
59.0,3358.0,1
54.0,3073.0,1
49.0,2789.0,1
45.0,2561.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
40.0,2276.0,1
38.0,2163.0,1
35.0,1992.0,1
33.0,1878.0,1
31.0,1764.0,1
29.0,1650.0,1
26.0,1480.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
24.0,1366.0,1
23.0,1309.0,1
21.0,1195.0,1
20.0,1138.0,1
18.0,1024.0,1
17.0,967.0,1
15.0,854.0,1
14.0,797.0,1
14.0,797.0,1
14.0,797.0,1
14.0,797.0,1
14.0,797.0,1
14.0,797.0,1
14.0,797.0,1
14.0,797.0,1
14.0,797.0,1
12.0,683.0,1
11.0,626.0,1
10.0,569.0,1
8.0,455.0,1
7.0,398.0,1
5.0,285.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
4.0,228.0,1
5.0,285.0,1
5.0,285.0,1
5.0,285.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
6.0,341.0,1
37.0,2106.0,1
69.0,3927.0,1
100.0,5691.0,0
132.0,7512.0,0
163.0,9276.0,0
194.0,11040.0,0
226.0,12861.0,0
195.0,11097.0,0
165.0,9390.0,0
135.0,7683.0,0
105.0,5975.0,0
74.0,4211.0,1
44.0,2504.0,1
14.0,797.0,1
18.0,1024.0,1
21.0,1195.0,1
25.0,1423.0,1
28.0,1593.0,1
32.0,1821.0,1
36.0,2049.0,1
39.0,2219.0,1
65.0,3699.0,1
90.0,5122.0,1
115.0,6545.0,0
141.0,8024.0,0
166.0,9447.0,0
191.0,10870.0,0
217.0,12349.0,0
188.0,10699.0,0
158.0,8992.0,0
129.0,7341.0,0
100.0,5691.0,0
71.0,4041.0,1
42.0,2390.0,1
13.0,740.0,1
16.0,911.0,1
19.0,1081.0,1
22.0,1252.0,1
25.0,1423.0,1
28.0,1593.0,1
31.0,1764.0,1
34.0,1935.0,1
,,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
240.0,47.0,1
414.0,81.0,1
588.0,114.0,1
763.0,148.0,1
937.0,182.0,1
1111.0,216.0,1
1385.0,270.0,1
1659.0,323.0,1
1759.0,342.0,1
1859.0,362.0,1
1959.0,381.0,1
2058.0,400.0,1
2158.0,420.0,1
2066.0,402.0,1
1973.0,384.0,1
1880.0,366.0,1
1955.0,380.0,1
2029.0,395.0,1
2103.0,409.0,1
2177.0,424.0,1
2344.0,456.0,1
2510.0,488.0,1
2677.0,521.0,1
2490.0,485.0,1
2303.0,448.0,1
2116.0,412.0,1
1929.0,375.0,1
1742.0,339.0,1
1555.0,303.0,1
1368.0,266.0,1
1528.0,297.0,1
1688.0,328.0,1
1848.0,360.0,1
2007.0,391.0,1
2167.0,422.0,1
2327.0,453.0,1
2487.0,484.0,1
2578.0,502.0,1
2668.0,519.0,1
2758.0,537.0,1
2848.0,554.0,1
2939.0,572.0,1
3029.0,589.0,1
3119.0,607.0,1
2760.0,537.0,1
2401.0,467.0,1
2042.0,397.0,1
1683.0,327.0,1
1323.0,257.0,1
964.0,188.0,1
605.0,118.0,1
1511.0,294.0,1
2417.0,470.0,1
3323.0,647.0,1
4229.0,823.0,1
5135.0,999.0,1
6041.0,1176.0,1
6947.0,1352.0,1
7507.0,1461.0,1
8066.0,1570.0,1
8626.0,1679.0,1
9186.0,1787.0,1
8732.0,1699.0,1
8279.0,1611.0,1
7825.0,1523.0,1
7599.0,1479.0,1
7373.0,1435.0,1
7147.0,1391.0,1
6922.0,1347.0,1
6686.0,1301.0,1
6450.0,1255.0,1
6214.0,1209.0,1
6200.0,1206.0,1
6187.0,1204.0,1
6174.0,1201.0,1
6161.0,1199.0,1
7171.0,1395.0,1
8181.0,1592.0,1
9192.0,1789.0,1
10422.0,2028.0,1
11653.0,2268.0,1
11378.0,2214.0,1
11102.0,2160.0,1
10827.0,2107.0,1
10551.0,2053.0,1
10276.0,2000.0,1
9885.0,1924.0,1
9495.0,1848.0,1
10610.0,2065.0,1
11725.0,2282.0,1
12841.0,2499.0,1
13956.0,2716.0,1
15072.0,2933.0,1
15072.0,2933.0,1
14868.0,2893.0,1
14664.0,2853.0,1
14460.0,2814.0,1
14256.0,2774.0,1
14053.0,2735.0,1
13849.0,2695.0,1
13972.0,2719.0,1
14298.0,2782.0,1
14625.0,2846.0,1
14952.0,2909.0,1
15279.0,2973.0,1
15606.0,3037.0,1
15933.0,3100.0,1
16117.0,3136.0,1
16301.0,3172.0,1
16485.0,3208.0,1
16670.0,3244.0,1
16854.0,3280.0,1
17038.0,3315.0,1
17222.0,3351.0,1
17443.0,3394.0,1
17664.0,3437.0,1
17884.0,3480.0,1
18105.0,3523.0,1
18326.0,3566.0,1
18546.0,3609.0,1
18767.0,3652.0,1
19018.0,3701.0,1
