location,date,vaccine,total_vaccinations
Italy,06-02-2022,Moderna,31788720
Italy,06-02-2022,Pfizer/BioNTech,85040793
Italy,07-02-2022,Johnson&Johnson,1506719
Italy,07-02-2022,Moderna,31905114
Italy,07-02-2022,Pfizer/BioNTech,85209231
Italy,08-02-2022,Johnson&Johnson,1506796
Italy,08-02-2022,Moderna,32013125
Italy,08-02-2022,Pfizer/BioNTech,85374841
Italy,09-02-2022,Johnson&Johnson,1506822
Italy,09-02-2022,Moderna,32104708
Italy,09-02-2022,Pfizer/BioNTech,85526854
Italy,10-02-2022,Johnson&Johnson,1506864
Italy,10-02-2022,Moderna,32193236
Italy,10-02-2022,Pfizer/BioNTech,85677297
Italy,11-02-2022,Johnson&Johnson,1506908
Italy,11-02-2022,Moderna,32279781
Italy,11-02-2022,Pfizer/BioNTech,85832786
Italy,12-02-2022,Johnson&Johnson,1506945
Italy,12-02-2022,Moderna,32359758
Italy,12-02-2022,Pfizer/BioNTech,85995702
Italy,13-02-2022,Johnson&Johnson,1506966
Italy,13-02-2022,Moderna,32394349
Italy,13-02-2022,Pfizer/BioNTech,86080476
Italy,14-02-2022,Johnson&Johnson,1506978
Italy,14-02-2022,Moderna,32459662
Italy,14-02-2022,Pfizer/BioNTech,86188514
Italy,15-02-2022,Johnson&Johnson,1507012
Italy,15-02-2022,Moderna,32526288
Italy,15-02-2022,Pfizer/BioNTech,86305900
Italy,16-02-2022,Johnson&Johnson,1507036
Italy,16-02-2022,Moderna,32584351
Italy,16-02-2022,Pfizer/BioNTech,86409648
Italy,17-02-2022,Johnson&Johnson,1507054
Italy,17-02-2022,Moderna,32638439
Italy,17-02-2022,Pfizer/BioNTech,86505350
Italy,18-02-2022,Johnson&Johnson,1507082
Italy,18-02-2022,Moderna,32698938
Italy,18-02-2022,Pfizer/BioNTech,86613423
Italy,19-02-2022,Johnson&Johnson,1507093
Italy,19-02-2022,Moderna,32754362
Italy,19-02-2022,Pfizer/BioNTech,86720214
Italy,20-02-2022,Johnson&Johnson,1507096
Italy,20-02-2022,Moderna,32778023
Italy,20-02-2022,Pfizer/BioNTech,86772005
Italy,21-02-2022,Johnson&Johnson,1507108
Italy,21-02-2022,Moderna,32829913
Italy,21-02-2022,Pfizer/BioNTech,86853741
Italy,22-02-2022,Johnson&Johnson,1507141
Italy,22-02-2022,Moderna,32875593
Italy,22-02-2022,Pfizer/BioNTech,86935257
Italy,23-02-2022,Johnson&Johnson,1507152
Italy,23-02-2022,Moderna,32919222
Italy,23-02-2022,Pfizer/BioNTech,87010350
Italy,24-02-2022,Johnson&Johnson,1507161
Italy,24-02-2022,Moderna,32961032
Italy,24-02-2022,Pfizer/BioNTech,87085162
Italy,25-02-2022,Johnson&Johnson,1507168
Italy,25-02-2022,Moderna,33006616
Italy,25-02-2022,Pfizer/BioNTech,87170460
Italy,26-02-2022,Johnson&Johnson,1507179
Italy,26-02-2022,Moderna,33050710
Italy,26-02-2022,Pfizer/BioNTech,87259890
Italy,27-02-2022,Johnson&Johnson,1507186
Italy,27-02-2022,Moderna,33068270
Italy,27-02-2022,Pfizer/BioNTech,87302819
Italy,28-02-2022,Johnson&Johnson,1507189
Italy,28-02-2022,Moderna,33113803
Italy,28-02-2022,Novavax,1060
Italy,28-02-2022,Pfizer/BioNTech,87371621
Italy,01-03-2022,Moderna,33141937
Italy,01-03-2022,Novavax,3858
Italy,01-03-2022,Pfizer/BioNTech,87425454
Italy,02-03-2022,Johnson&Johnson,1507193
Italy,02-03-2022,Moderna,33167982
Italy,02-03-2022,Novavax,5583
Italy,02-03-2022,Pfizer/BioNTech,87477239
Italy,03-03-2022,Johnson&Johnson,1507195
Italy,03-03-2022,Moderna,33195161
Italy,03-03-2022,Novavax,7779
Italy,03-03-2022,Pfizer/BioNTech,87533596
Italy,04-03-2022,Johnson&Johnson,1507198
Italy,04-03-2022,Moderna,33225231
Italy,04-03-2022,Novavax,9152
Italy,04-03-2022,Pfizer/BioNTech,87595482
Italy,05-03-2022,Johnson&Johnson,1507200
Italy,05-03-2022,Moderna,33252787
Italy,05-03-2022,Novavax,10791
Italy,05-03-2022,Pfizer/BioNTech,87654789
Italy,06-03-2022,Johnson&Johnson,1507205
Italy,06-03-2022,Moderna,33260603
Italy,06-03-2022,Novavax,11226
Italy,06-03-2022,Pfizer/BioNTech,87675800
Italy,07-03-2022,Johnson&Johnson,1507207
Italy,07-03-2022,Moderna,33284978
Italy,07-03-2022,Novavax,12216
Italy,07-03-2022,Pfizer/BioNTech,87724340
Italy,08-03-2022,Johnson&Johnson,1507211
Italy,08-03-2022,Moderna,33306634
Italy,08-03-2022,Novavax,13269
Italy,08-03-2022,Pfizer/BioNTech,87772509
Italy,09-03-2022,Johnson&Johnson,1507212
Italy,09-03-2022,Moderna,33328648
Italy,09-03-2022,Novavax,13995
Italy,09-03-2022,Pfizer/BioNTech,87815946
Italy,10-03-2022,Moderna,33352200
Italy,10-03-2022,Novavax,14954
Italy,10-03-2022,Pfizer/BioNTech,87864044
Italy,11-03-2022,Johnson&Johnson,1507224
Italy,11-03-2022,Moderna,33376920
Italy,11-03-2022,Novavax,15598
Italy,11-03-2022,Pfizer/BioNTech,87917962
Italy,12-03-2022,Moderna,33398672
Italy,12-03-2022,Novavax,16219
Italy,12-03-2022,Pfizer/BioNTech,87973292
Italy,13-03-2022,Moderna,33405016
Italy,13-03-2022,Novavax,16432
Italy,13-03-2022,Pfizer/BioNTech,87990886
Italy,14-03-2022,Johnson&Johnson,1507226
Italy,14-03-2022,Moderna,33424268
Italy,14-03-2022,Novavax,16978
Italy,14-03-2022,Pfizer/BioNTech,88033312
Italy,15-03-2022,Johnson&Johnson,1507230
Italy,15-03-2022,Moderna,33443080
Italy,15-03-2022,Novavax,17422
Italy,15-03-2022,Pfizer/BioNTech,88077254
Italy,16-03-2022,Moderna,33459256
Italy,16-03-2022,Novavax,17753
Italy,16-03-2022,Pfizer/BioNTech,88117408
Italy,17-03-2022,Moderna,33475607
Italy,17-03-2022,Novavax,18173
Italy,17-03-2022,Pfizer/BioNTech,88160443
Italy,18-03-2022,Johnson&Johnson,1507232
Italy,18-03-2022,Moderna,33492589
Italy,18-03-2022,Novavax,18450
Italy,18-03-2022,Pfizer/BioNTech,88207438
Italy,19-03-2022,Johnson&Johnson,1507234
Italy,19-03-2022,Moderna,33508394
Italy,19-03-2022,Novavax,18759
Italy,19-03-2022,Pfizer/BioNTech,88251505
Italy,20-03-2022,Moderna,33512296
Italy,20-03-2022,Novavax,18813
Italy,20-03-2022,Pfizer/BioNTech,88262741
Italy,21-03-2022,Johnson&Johnson,1507235
Italy,21-03-2022,Moderna,33527052
Italy,21-03-2022,Novavax,19603
Italy,21-03-2022,Pfizer/BioNTech,88299113
Italy,22-03-2022,Johnson&Johnson,1507236
Italy,22-03-2022,Moderna,33539814
Italy,22-03-2022,Novavax,21634
Italy,22-03-2022,Pfizer/BioNTech,88334535
Italy,23-03-2022,Johnson&Johnson,1507237
Italy,23-03-2022,Moderna,33550690
Italy,23-03-2022,Novavax,22975
Italy,23-03-2022,Pfizer/BioNTech,88366753
Italy,24-03-2022,Moderna,33563553
Italy,24-03-2022,Novavax,24743
Italy,24-03-2022,Pfizer/BioNTech,88403281
Italy,25-03-2022,Moderna,33576786
Italy,25-03-2022,Novavax,25920
Italy,25-03-2022,Pfizer/BioNTech,88444561
Italy,26-03-2022,Moderna,33588916
Italy,26-03-2022,Novavax,27454
Italy,26-03-2022,Pfizer/BioNTech,88483865
Italy,27-03-2022,Moderna,33592078
Italy,27-03-2022,Novavax,28060
Italy,27-03-2022,Pfizer/BioNTech,88492989
Italy,28-03-2022,Moderna,33602599
Italy,28-03-2022,Novavax,29030
Italy,28-03-2022,Pfizer/BioNTech,88525685
Italy,29-03-2022,Moderna,33612044
Italy,29-03-2022,Novavax,30003
Italy,29-03-2022,Pfizer/BioNTech,88556058
Japan,17-02-2021,Pfizer/BioNTech,125
Japan,18-02-2021,Pfizer/BioNTech,611
Japan,19-02-2021,Pfizer/BioNTech,5039
Japan,22-02-2021,Pfizer/BioNTech,11934
Japan,24-02-2021,Pfizer/BioNTech,17888
Japan,25-02-2021,Pfizer/BioNTech,21896
Japan,26-02-2021,Pfizer/BioNTech,28530
Japan,01-03-2021,Pfizer/BioNTech,31785
Japan,02-03-2021,Pfizer/BioNTech,34772
Japan,03-03-2021,Pfizer/BioNTech,37303
Japan,04-03-2021,Pfizer/BioNTech,39174
Japan,05-03-2021,Pfizer/BioNTech,46469
Japan,08-03-2021,Pfizer/BioNTech,70796
Japan,09-03-2021,Pfizer/BioNTech,107558
Japan,10-03-2021,Pfizer/BioNTech,148950
Japan,11-03-2021,Pfizer/BioNTech,181184
Japan,12-03-2021,Pfizer/BioNTech,230542
Japan,15-03-2021,Pfizer/BioNTech,290275
Japan,16-03-2021,Pfizer/BioNTech,359191
Japan,17-03-2021,Pfizer/BioNTech,437485
Japan,18-03-2021,Pfizer/BioNTech,508702
Japan,19-03-2021,Pfizer/BioNTech,578835
Japan,22-03-2021,Pfizer/BioNTech,652698
Japan,23-03-2021,Pfizer/BioNTech,699126
Japan,24-03-2021,Pfizer/BioNTech,741180
Japan,25-03-2021,Pfizer/BioNTech,775122
Japan,26-03-2021,Pfizer/BioNTech,822869
Japan,29-03-2021,Pfizer/BioNTech,890662
Japan,30-03-2021,Pfizer/BioNTech,949731
Japan,31-03-2021,Pfizer/BioNTech,1002739
Japan,01-04-2021,Pfizer/BioNTech,1050112
Japan,02-04-2021,Pfizer/BioNTech,1096698
Japan,05-04-2021,Pfizer/BioNTech,1196884
Japan,06-04-2021,Pfizer/BioNTech,1288566
Japan,07-04-2021,Pfizer/BioNTech,1393108
Japan,08-04-2021,Pfizer/BioNTech,1487606
Japan,09-04-2021,Pfizer/BioNTech,1592517
Japan,12-04-2021,Pfizer/BioNTech,1694191
Japan,13-04-2021,Pfizer/BioNTech,1752419
Japan,14-04-2021,Pfizer/BioNTech,1808495
Japan,15-04-2021,Pfizer/BioNTech,1870352
Japan,16-04-2021,Pfizer/BioNTech,1951691
Japan,17-04-2021,Pfizer/BioNTech,1960253
Japan,18-04-2021,Pfizer/BioNTech,1968952
Japan,19-04-2021,Pfizer/BioNTech,2124028
Japan,20-04-2021,Pfizer/BioNTech,2305110
Japan,21-04-2021,Pfizer/BioNTech,2523714
Japan,22-04-2021,Pfizer/BioNTech,2738010
Japan,23-04-2021,Pfizer/BioNTech,2977156
Japan,24-04-2021,Pfizer/BioNTech,3017983
Japan,25-04-2021,Pfizer/BioNTech,3043542
Japan,26-04-2021,Pfizer/BioNTech,3372956
Japan,27-04-2021,Pfizer/BioNTech,3662687
Japan,28-04-2021,Pfizer/BioNTech,3995987
Japan,29-04-2021,Pfizer/BioNTech,4017511
Japan,30-04-2021,Pfizer/BioNTech,4365615
Japan,01-05-2021,Pfizer/BioNTech,4409136
Japan,02-05-2021,Pfizer/BioNTech,4434292
Japan,03-05-2021,Pfizer/BioNTech,4442528
Japan,04-05-2021,Pfizer/BioNTech,4451668
Japan,05-05-2021,Pfizer/BioNTech,4462316
Japan,06-05-2021,Pfizer/BioNTech,4848177
Japan,07-05-2021,Pfizer/BioNTech,5044329
Japan,08-05-2021,Pfizer/BioNTech,5112955
Japan,09-05-2021,Pfizer/BioNTech,5194727
Japan,10-05-2021,Pfizer/BioNTech,5548009
Japan,11-05-2021,Pfizer/BioNTech,5885055
Japan,12-05-2021,Pfizer/BioNTech,6273284
Japan,13-05-2021,Pfizer/BioNTech,6695597
Japan,14-05-2021,Pfizer/BioNTech,7116487
Japan,15-05-2021,Pfizer/BioNTech,7287316
Japan,16-05-2021,Pfizer/BioNTech,7495054
Japan,17-05-2021,Pfizer/BioNTech,8102078
Japan,18-05-2021,Pfizer/BioNTech,8664931
Japan,19-05-2021,Pfizer/BioNTech,9303184
Japan,20-05-2021,Pfizer/BioNTech,9835661
Japan,21-05-2021,Pfizer/BioNTech,10415253
Japan,22-05-2021,Pfizer/BioNTech,10741001
Japan,23-05-2021,Pfizer/BioNTech,11089889
Japan,24-05-2021,Moderna,10089
Japan,24-05-2021,Pfizer/BioNTech,11861361
Japan,25-05-2021,Moderna,20345
Japan,25-05-2021,Pfizer/BioNTech,12510784
Japan,26-05-2021,Moderna,31984
Japan,26-05-2021,Pfizer/BioNTech,13219289
Japan,27-05-2021,Moderna,44416
Japan,27-05-2021,Pfizer/BioNTech,13940866
Japan,28-05-2021,Moderna,58817
Japan,28-05-2021,Pfizer/BioNTech,14655525
Japan,29-05-2021,Moderna,74332
Japan,29-05-2021,Pfizer/BioNTech,15167876
Japan,30-05-2021,Moderna,90220
Japan,30-05-2021,Pfizer/BioNTech,15676616
Japan,31-05-2021,Moderna,109124
Japan,31-05-2021,Pfizer/BioNTech,16550669
Japan,01-06-2021,Moderna,128420
Japan,01-06-2021,Pfizer/BioNTech,17433942
Japan,02-06-2021,Moderna,148354
Japan,02-06-2021,Pfizer/BioNTech,18363721
Japan,03-06-2021,Moderna,168443
Japan,03-06-2021,Pfizer/BioNTech,19279287
Japan,04-06-2021,Moderna,189589
Japan,04-06-2021,Pfizer/BioNTech,20173122
Japan,05-06-2021,Moderna,209958
Japan,05-06-2021,Pfizer/BioNTech,20886905
Japan,06-06-2021,Moderna,232750
Japan,06-06-2021,Pfizer/BioNTech,21599885
Japan,07-06-2021,Moderna,263871
Japan,07-06-2021,Pfizer/BioNTech,22643952
Japan,08-06-2021,Moderna,294027
Japan,08-06-2021,Pfizer/BioNTech,23705620
Japan,09-06-2021,Moderna,322408
Japan,09-06-2021,Pfizer/BioNTech,24810223
Japan,10-06-2021,Moderna,353184
Japan,10-06-2021,Pfizer/BioNTech,25882286
Japan,11-06-2021,Moderna,383991
Japan,11-06-2021,Pfizer/BioNTech,26937150
Japan,12-06-2021,Moderna,416796
Japan,12-06-2021,Pfizer/BioNTech,27820931
Japan,13-06-2021,Moderna,450330
Japan,13-06-2021,Pfizer/BioNTech,28691501
Japan,14-06-2021,Moderna,485436
Japan,14-06-2021,Pfizer/BioNTech,29863084
Japan,15-06-2021,Moderna,517629
Japan,15-06-2021,Pfizer/BioNTech,31046524
Japan,16-06-2021,Moderna,550581
Japan,16-06-2021,Pfizer/BioNTech,32267486
Japan,17-06-2021,Moderna,586873
Japan,17-06-2021,Pfizer/BioNTech,33493077
Japan,18-06-2021,Moderna,618288
Japan,18-06-2021,Pfizer/BioNTech,34672198
Japan,19-06-2021,Moderna,655187
Japan,19-06-2021,Pfizer/BioNTech,35711963
Japan,20-06-2021,Moderna,694623
Japan,20-06-2021,Pfizer/BioNTech,36748404
Japan,21-06-2021,Moderna,757247
Japan,21-06-2021,Pfizer/BioNTech,38013585
Japan,22-06-2021,Moderna,815512
Japan,22-06-2021,Pfizer/BioNTech,39301052
Japan,23-06-2021,Moderna,876887
Japan,23-06-2021,Pfizer/BioNTech,40622902
Japan,24-06-2021,Moderna,931418
Japan,24-06-2021,Pfizer/BioNTech,41935996
Japan,25-06-2021,Moderna,995866
Japan,25-06-2021,Pfizer/BioNTech,43232664
Japan,26-06-2021,Moderna,1057990
Japan,26-06-2021,Pfizer/BioNTech,44428400
Japan,27-06-2021,Moderna,1120331
Japan,27-06-2021,Pfizer/BioNTech,45612807
Japan,28-06-2021,Moderna,1202251
Japan,28-06-2021,Pfizer/BioNTech,46917782
Japan,29-06-2021,Moderna,1285594
Japan,29-06-2021,Pfizer/BioNTech,48255821
Japan,30-06-2021,Moderna,1374054
Japan,30-06-2021,Pfizer/BioNTech,49592814
Japan,01-07-2021,Moderna,1461590
Japan,01-07-2021,Pfizer/BioNTech,50701677
Japan,02-07-2021,Moderna,1551670
Japan,02-07-2021,Pfizer/BioNTech,51747435
Japan,03-07-2021,Moderna,1652274
Japan,03-07-2021,Pfizer/BioNTech,52983088
Japan,04-07-2021,Moderna,1738278
Japan,04-07-2021,Pfizer/BioNTech,54165967
Japan,05-07-2021,Moderna,1852346
Japan,05-07-2021,Pfizer/BioNTech,55494393
Japan,06-07-2021,Moderna,1961607
Japan,06-07-2021,Pfizer/BioNTech,56857150
Japan,07-07-2021,Moderna,2071567
Japan,07-07-2021,Pfizer/BioNTech,58210908
Japan,08-07-2021,Moderna,2189462
Japan,08-07-2021,Pfizer/BioNTech,59542374
Japan,09-07-2021,Moderna,2311522
Japan,09-07-2021,Pfizer/BioNTech,60858993
Japan,10-07-2021,Moderna,2444569
Japan,10-07-2021,Pfizer/BioNTech,62180920
Japan,11-07-2021,Moderna,2562935
Japan,11-07-2021,Pfizer/BioNTech,63327983
Japan,12-07-2021,Moderna,2694487
Japan,12-07-2021,Pfizer/BioNTech,64563060
Japan,13-07-2021,Moderna,2825239
Japan,13-07-2021,Pfizer/BioNTech,65794922
Japan,14-07-2021,Moderna,2949342
Japan,14-07-2021,Pfizer/BioNTech,67026586
Japan,15-07-2021,Moderna,3071646
Japan,15-07-2021,Pfizer/BioNTech,68220083
Japan,16-07-2021,Moderna,3197502
Japan,16-07-2021,Pfizer/BioNTech,69415761
Japan,17-07-2021,Moderna,3323965
Japan,17-07-2021,Pfizer/BioNTech,70617414
Japan,18-07-2021,Moderna,3442470
Japan,18-07-2021,Pfizer/BioNTech,71691340
Japan,19-07-2021,Moderna,3594456
Japan,19-07-2021,Pfizer/BioNTech,72565446
Japan,20-07-2021,Moderna,3742299
Japan,20-07-2021,Pfizer/BioNTech,73694601
Japan,21-07-2021,Moderna,3898766
Japan,21-07-2021,Pfizer/BioNTech,74787316
Japan,22-07-2021,Moderna,4006790
Japan,22-07-2021,Pfizer/BioNTech,75223041
Japan,23-07-2021,Moderna,4112667
Japan,23-07-2021,Pfizer/BioNTech,75524890
Japan,24-07-2021,Moderna,4257016
Japan,24-07-2021,Pfizer/BioNTech,76492896
Japan,25-07-2021,Moderna,4395332
Japan,25-07-2021,Pfizer/BioNTech,77390382
Japan,26-07-2021,Moderna,4549315
Japan,26-07-2021,Pfizer/BioNTech,78438509
Japan,27-07-2021,Moderna,4702489
Japan,27-07-2021,Pfizer/BioNTech,79516259
Japan,28-07-2021,Moderna,4844563
Japan,28-07-2021,Pfizer/BioNTech,80604819
Japan,29-07-2021,Moderna,4984585
Japan,29-07-2021,Pfizer/BioNTech,81656734
Japan,30-07-2021,Moderna,5130661
Japan,30-07-2021,Pfizer/BioNTech,82700623
Japan,31-07-2021,Moderna,5276633
Japan,31-07-2021,Pfizer/BioNTech,83804919
Japan,01-08-2021,Moderna,5396425
Japan,01-08-2021,Pfizer/BioNTech,84627215
Japan,02-08-2021,Moderna,5506545
Japan,02-08-2021,Pfizer/BioNTech,85373829
Japan,03-08-2021,Moderna,5605114
Japan,03-08-2021,Pfizer/BioNTech,86092639
Japan,04-08-2021,Moderna,5687427
Japan,04-08-2021,Pfizer/BioNTech,86647668
Latvia,04-12-2020,Moderna,1
Latvia,07-12-2020,Pfizer/BioNTech,1
Latvia,09-12-2020,Pfizer/BioNTech,2
Latvia,15-12-2020,Pfizer/BioNTech,3
Latvia,16-12-2020,Pfizer/BioNTech,4
Latvia,17-12-2020,Pfizer/BioNTech,5
Latvia,18-12-2020,Pfizer/BioNTech,9
Latvia,20-12-2020,Moderna,4
Latvia,20-12-2020,Pfizer/BioNTech,10
Latvia,21-12-2020,Pfizer/BioNTech,14
Latvia,22-12-2020,Pfizer/BioNTech,19
Latvia,23-12-2020,Pfizer/BioNTech,23
Latvia,24-12-2020,Pfizer/BioNTech,26
Latvia,26-12-2020,Pfizer/BioNTech,29
Latvia,27-12-2020,Pfizer/BioNTech,34
Latvia,28-12-2020,Pfizer/BioNTech,640
Latvia,29-12-2020,Moderna,5
Latvia,29-12-2020,Pfizer/BioNTech,1518
Latvia,30-12-2020,Moderna,6
Latvia,30-12-2020,Pfizer/BioNTech,2319
Latvia,31-12-2020,Moderna,7
Latvia,31-12-2020,Pfizer/BioNTech,2325
Latvia,01-01-2021,Pfizer/BioNTech,2332
Latvia,02-01-2021,Pfizer/BioNTech,2334
Latvia,03-01-2021,Pfizer/BioNTech,2338
Latvia,04-01-2021,Johnson&Johnson,1
Latvia,04-01-2021,Moderna,10
Latvia,04-01-2021,Pfizer/BioNTech,3043
Latvia,05-01-2021,Pfizer/BioNTech,3940
Latvia,06-01-2021,Moderna,11
Latvia,06-01-2021,Pfizer/BioNTech,4723
Latvia,07-01-2021,Pfizer/BioNTech,5536
Latvia,08-01-2021,Pfizer/BioNTech,6457
Latvia,09-01-2021,Moderna,12
Latvia,09-01-2021,Oxford/AstraZeneca,2
Latvia,09-01-2021,Pfizer/BioNTech,6765
Latvia,10-01-2021,Moderna,13
Latvia,10-01-2021,Pfizer/BioNTech,7102
Latvia,11-01-2021,Moderna,19
Latvia,11-01-2021,Pfizer/BioNTech,8473
Latvia,12-01-2021,Moderna,22
Latvia,12-01-2021,Oxford/AstraZeneca,4
Latvia,12-01-2021,Pfizer/BioNTech,10109
Latvia,13-01-2021,Moderna,155
Latvia,13-01-2021,Pfizer/BioNTech,11500
Latvia,14-01-2021,Moderna,586
Latvia,14-01-2021,Oxford/AstraZeneca,6
Latvia,14-01-2021,Pfizer/BioNTech,12913
Latvia,15-01-2021,Moderna,950
Latvia,15-01-2021,Pfizer/BioNTech,14429
Latvia,15-01-2021,Sinopharm/Beijing,1
Latvia,16-01-2021,Moderna,981
Latvia,16-01-2021,Oxford/AstraZeneca,9
Latvia,16-01-2021,Pfizer/BioNTech,15071
Latvia,17-01-2021,Oxford/AstraZeneca,12
Latvia,17-01-2021,Pfizer/BioNTech,15195
Latvia,18-01-2021,Moderna,1125
Latvia,18-01-2021,Oxford/AstraZeneca,14
Latvia,18-01-2021,Pfizer/BioNTech,15909
Latvia,19-01-2021,Moderna,1187
Latvia,19-01-2021,Oxford/AstraZeneca,16
Latvia,19-01-2021,Pfizer/BioNTech,16734
Latvia,20-01-2021,Moderna,1198
Latvia,20-01-2021,Oxford/AstraZeneca,17
Latvia,20-01-2021,Pfizer/BioNTech,17512
Latvia,21-01-2021,Moderna,1202
Latvia,21-01-2021,Pfizer/BioNTech,17803
Latvia,22-01-2021,Moderna,1223
Latvia,22-01-2021,Pfizer/BioNTech,18013
Latvia,22-01-2021,Sinopharm/Beijing,2
Latvia,23-01-2021,Moderna,1224
Latvia,23-01-2021,Oxford/AstraZeneca,21
Latvia,23-01-2021,Pfizer/BioNTech,18144
Latvia,24-01-2021,Pfizer/BioNTech,18149
Latvia,25-01-2021,Johnson&Johnson,2
Latvia,25-01-2021,Moderna,1226
Latvia,25-01-2021,Oxford/AstraZeneca,23
Latvia,25-01-2021,Pfizer/BioNTech,18826
Latvia,25-01-2021,Sinopharm/Beijing,3
Latvia,26-01-2021,Moderna,1241
Latvia,26-01-2021,Oxford/AstraZeneca,24
Latvia,26-01-2021,Pfizer/BioNTech,19682
Latvia,27-01-2021,Moderna,1245
Latvia,27-01-2021,Oxford/AstraZeneca,25
Latvia,27-01-2021,Pfizer/BioNTech,20513
Latvia,28-01-2021,Johnson&Johnson,3
Latvia,28-01-2021,Moderna,1247
Latvia,28-01-2021,Oxford/AstraZeneca,27
Latvia,28-01-2021,Pfizer/BioNTech,21304
Latvia,29-01-2021,Moderna,1259
Latvia,29-01-2021,Oxford/AstraZeneca,28
Latvia,29-01-2021,Pfizer/BioNTech,22260
Latvia,30-01-2021,Moderna,1260
Latvia,30-01-2021,Oxford/AstraZeneca,33
Latvia,30-01-2021,Pfizer/BioNTech,22575
Latvia,31-01-2021,Moderna,1261
Latvia,31-01-2021,Oxford/AstraZeneca,36
Latvia,31-01-2021,Pfizer/BioNTech,22921
Latvia,01-02-2021,Moderna,1265
Latvia,01-02-2021,Oxford/AstraZeneca,38
Latvia,01-02-2021,Pfizer/BioNTech,24114
Latvia,02-02-2021,Moderna,1388
Latvia,02-02-2021,Oxford/AstraZeneca,40
Latvia,02-02-2021,Pfizer/BioNTech,25819
Latvia,03-02-2021,Moderna,1611
Latvia,03-02-2021,Pfizer/BioNTech,27233
Latvia,04-02-2021,Moderna,1723
Latvia,04-02-2021,Pfizer/BioNTech,28638
Latvia,05-02-2021,Moderna,1813
Latvia,05-02-2021,Oxford/AstraZeneca,44
Latvia,05-02-2021,Pfizer/BioNTech,30221
Latvia,05-02-2021,Sinopharm/Beijing,4
Latvia,06-02-2021,Moderna,1815
Latvia,06-02-2021,Oxford/AstraZeneca,49
Latvia,06-02-2021,Pfizer/BioNTech,30793
Latvia,07-02-2021,Johnson&Johnson,4
Latvia,07-02-2021,Oxford/AstraZeneca,52
Latvia,07-02-2021,Pfizer/BioNTech,30922
Latvia,08-02-2021,Moderna,1860
Latvia,08-02-2021,Oxford/AstraZeneca,56
Latvia,08-02-2021,Pfizer/BioNTech,31295
Latvia,09-02-2021,Moderna,1885
Latvia,09-02-2021,Oxford/AstraZeneca,78
Latvia,09-02-2021,Pfizer/BioNTech,31442
Latvia,10-02-2021,Moderna,2018
Latvia,10-02-2021,Oxford/AstraZeneca,498
Latvia,10-02-2021,Pfizer/BioNTech,31544
Latvia,11-02-2021,Moderna,2410
Latvia,11-02-2021,Oxford/AstraZeneca,1596
Latvia,11-02-2021,Pfizer/BioNTech,31859
Latvia,12-02-2021,Moderna,2758
Latvia,12-02-2021,Oxford/AstraZeneca,2769
Latvia,12-02-2021,Pfizer/BioNTech,32091
Latvia,13-02-2021,Moderna,2808
Latvia,13-02-2021,Oxford/AstraZeneca,3000
Latvia,13-02-2021,Pfizer/BioNTech,32220
Latvia,14-02-2021,Johnson&Johnson,5
Latvia,14-02-2021,Moderna,2828
Latvia,14-02-2021,Oxford/AstraZeneca,3003
Latvia,14-02-2021,Pfizer/BioNTech,32226
Latvia,14-02-2021,Sinopharm/Beijing,5
Latvia,15-02-2021,Moderna,2983
Latvia,15-02-2021,Oxford/AstraZeneca,3702
Latvia,15-02-2021,Pfizer/BioNTech,32258
Latvia,15-02-2021,Sinopharm/Beijing,6
Latvia,16-02-2021,Moderna,3204
Latvia,16-02-2021,Oxford/AstraZeneca,4860
Latvia,16-02-2021,Pfizer/BioNTech,32286
Latvia,17-02-2021,Moderna,3335
Latvia,17-02-2021,Oxford/AstraZeneca,6584
Latvia,17-02-2021,Pfizer/BioNTech,32455
Latvia,18-02-2021,Moderna,3575
Latvia,18-02-2021,Oxford/AstraZeneca,7844
Latvia,18-02-2021,Pfizer/BioNTech,32523
Latvia,19-02-2021,Moderna,3785
Latvia,19-02-2021,Oxford/AstraZeneca,8959
Latvia,19-02-2021,Pfizer/BioNTech,32586
Latvia,20-02-2021,Moderna,3806
Latvia,20-02-2021,Oxford/AstraZeneca,9692
Latvia,20-02-2021,Pfizer/BioNTech,32594
Latvia,21-02-2021,Moderna,3808
Latvia,21-02-2021,Oxford/AstraZeneca,10502
Latvia,21-02-2021,Pfizer/BioNTech,32600
Latvia,21-02-2021,Sinovac,1
Latvia,22-02-2021,Moderna,4053
Latvia,22-02-2021,Oxford/AstraZeneca,12016
Latvia,22-02-2021,Pfizer/BioNTech,32641
Latvia,22-02-2021,Sinopharm/Beijing,7
Latvia,23-02-2021,Moderna,4281
